contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,date,option_type,filename
SPXW250820P06420000,2025-08-20 19:58:47+00:00,6395.77978515625,15.6899995803833,6420.0,23.4,23.5,25.5,6.6000004,36.464092,2753.0,1841.0,0.0624178231811523,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06425000,2025-08-20 19:59:37+00:00,6395.77978515625,15.6899995803833,6425.0,28.5,27.5,30.5,9.120001,43.678165,2812.0,1999.0,0.0712678323364257,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06430000,2025-08-20 19:53:55+00:00,6395.77978515625,15.6899995803833,6430.0,33.5,33.2,35.5,10.9,60.28761,1232.0,1299.0,0.0798431860351562,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06435000,2025-08-20 19:59:04+00:00,6395.77978515625,15.6899995803833,6435.0,39.49,37.5,40.5,13.550001,52.23593,665.0,805.0,0.0882049188232422,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06440000,2025-08-20 19:58:09+00:00,6395.77978515625,15.6899995803833,6440.0,43.15,42.7,45.5,13.660002,46.32079,1000.0,1297.0,0.096414065246582,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250820P06445000,2025-08-20 19:56:46+00:00,6395.77978515625,15.6899995803833,6445.0,46.78,47.5,50.5,13.329998,39.850513,419.0,681.0,0.1044706253051757,True,REGULAR,USD,2025-08-20,put,spx_0dte_puts_20250820_2055.csv
SPXW250805P06250000,2025-08-05 19:59:21+00:00,6299.18994140625,17.850000381469727,6250.0,0.03,0.0,0.05,-1.47,-98.0,45807.0,2742.0,0.061532822265625,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06255000,2025-08-05 19:59:01+00:00,6299.18994140625,17.850000381469727,6255.0,0.03,0.0,0.05,-1.72,-98.28571,34007.0,759.0,0.0561617822265625,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06260000,2025-08-05 19:59:23+00:00,6299.18994140625,17.850000381469727,6260.0,0.03,0.0,0.05,-1.87,-98.42105,37230.0,848.0,0.0503024658203125,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06265000,2025-08-05 19:58:50+00:00,6299.18994140625,17.850000381469727,6265.0,0.03,0.0,0.05,-2.2,-98.65471,38549.0,944.0,0.0446872875976562,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06270000,2025-08-05 19:59:57+00:00,6299.18994140625,17.850000381469727,6270.0,0.02,0.0,0.05,-2.42,-99.18033,61355.0,1161.0,0.0389500402832031,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06275000,2025-08-05 19:59:23+00:00,6299.18994140625,17.850000381469727,6275.0,0.03,0.0,0.05,-2.7,-98.9011,51946.0,1977.0,0.0330907238769531,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06280000,2025-08-05 19:59:09+00:00,6299.18994140625,17.850000381469727,6280.0,0.03,0.0,0.05,-3.1200001,-99.047615,68591.0,1398.0,0.0271093383789062,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06285000,2025-08-05 19:59:44+00:00,6299.18994140625,17.850000381469727,6285.0,0.03,0.0,0.05,-3.47,-99.14286,71606.0,3264.0,0.0208838146972656,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06290000,2025-08-05 19:59:58+00:00,6299.18994140625,17.850000381469727,6290.0,0.05,0.0,0.05,-3.9,-98.73418,116743.0,9624.0,0.0145362219238281,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06295000,2025-08-05 19:59:58+00:00,6299.18994140625,17.850000381469727,6295.0,0.02,0.0,0.05,-4.51,-99.5585,113518.0,11613.0,0.0076393182373046,False,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
SPXW250805P06300000,2025-08-05 20:00:00+00:00,6299.18994140625,17.850000381469727,6300.0,0.6,0.5,0.7,-4.59,-88.43931,181173.0,3178.0,1.0000000000000004e-05,True,REGULAR,USD,2025-08-05,put,spx_0dte_puts_20250805_2055.csv
